postcode,sector,average_household
DA14 4LA,DA14 4,16.0
CT20 3QB,CT20 3,10.0
BN9 0PW,BN9 0,8.0
RM11 3SZ,RM11 3,15.0
TW9 4LU,TW9 4,11.0
NW6 7YX,NW6 7,15.0
TW15 1BS,TW15 1,12.0
TN24 8LS,TN24 8,8.0
E9 5DR,E9 5,15.0
BH25 5JD,BH25 5,14.0
GU6 7BS,GU6 7,11.0
DA8 1YT,DA8 1,17.0
CR4 3NP,CR4 3,19.0
GU1 1YF,GU1 1,12.0
CM14 4QP,CM14 4,13.0
GU6 7QS,GU6 7,11.0
SO32 1EH,SO32 1,10.0
GU2 9TE,GU2 9,16.0
RM17 6UA,RM17 6,18.0
SL6 8TB,SL6 8,8.0
OX14 4QX,OX14 4,9.0
GU15 3AP,GU15 3,7.0
W1U 6SD,W1U 6,3.0
RG8 7PU,RG8 7,6.0
PO10 8SY,PO10 8,11.0
RM2 5QP,RM2 5,13.0
RH15 0TG,RH15 0,12.0
SM3 9LT,SM3 9,18.0
ME4 4EL,ME4 4,5.0
SO24 0BG,SO24 0,7.0
W1S 4JQ,W1S 4,
ME4 5RS,ME4 5,19.0
RH8 9BJ,RH8 9,11.0
SO50 6BR,SO50 6,12.0
SS8 0JF,SS8 0,13.0
KT22 8LE,KT22 8,7.0
NW6 7SH,NW6 7,15.0
GU52 6QY,GU52 6,15.0
DA13 0UU,DA13 0,12.0
BN16 4FD,BN16 4,12.0
TN22 5HH,TN22 5,9.0
W5 2LD,W5 2,12.0
BN12 5QQ,BN12 5,10.0
CM4 0JB,CM4 0,7.0
CM14 4ES,CM14 4,13.0
RM6 6JT,RM6 6,15.0
PO20 9AX,PO20 9,11.0
E1 8AH,E1 8,6.0
SM7 3JX,SM7 3,9.0
GU24 9LT,GU24 9,10.0
PO21 4TX,PO21 4,12.0
TN11 0ER,TN11 0,7.0
GU12 6LH,GU12 6,13.0
W9 2DE,W9 2,17.0
TN34 3LL,TN34 3,17.0
SW9 9JD,SW9 9,14.0
BN9 0EW,BN9 0,8.0
W1U 4NG,W1U 4,4.0
N16 5PP,N16 5,16.0
SL5 7AY,SL5 7,7.0
ME14 5GD,ME14 5,11.0
SW9 8QF,SW9 8,8.0
CR0 7SU,CR0 7,21.0
GU14 0EH,GU14 0,12.0
PO3 6HG,PO3 6,21.0
E11 3JH,E11 3,20.0
TW9 4BP,TW9 4,11.0
BN15 8TP,BN15 8,14.0
SE18 1AU,SE18 1,18.0
CT1 1AD,CT1 1,13.0
W14 0JJ,W14 0,15.0
RG45 7QH,RG45 7,10.0
SO15 0AE,SO15 0,5.0
KT4 7LY,KT4 7,16.0
SW16 5NL,SW16 5,18.0
RM16 2DR,RM16 2,19.0
BR5 4ET,BR5 4,16.0
RG26 4NF,RG26 4,13.0
SO31 4JG,SO31 4,12.0
GU34 1PL,GU34 1,9.0
HA5 1EB,HA5 1,11.0
SS6 8DF,SS6 8,16.0
PO3 5PA,PO3 5,9.0
SO31 9BG,SO31 9,12.0
SS15 6PE,SS15 6,13.0
DA1 1RR,DA1 1,11.0
HA4 9SE,HA4 9,14.0
SL5 8BY,SL5 8,9.0
RG6 7HY,RG6 7,14.0
TN15 0FR,TN15 0,7.0
ME3 0EE,ME3 0,8.0
PO33 1FB,PO33 1,13.0
RH10 9LU,RH10 9,
SM7 3HX,SM7 3,9.0
ME16 8DD,ME16 8,15.0
SE24 9PU,SE24 9,15.0
W2 1AS,W2 1,9.0
GU16 9AE,GU16 9,13.0
PO8 9HD,PO8 9,16.0
MK18 1DY,MK18 1,10.0
N2 9NT,N2 9,12.0
PO14 4JL,PO14 4,12.0
TN3 9TG,TN3 9,6.0
DA2 8BZ,DA2 8,9.0
BN3 4HF,BN3 4,15.0
ME1 3LL,ME1 3,12.0
W1U 1BD,W1U 1,2.0
KT8 1SZ,KT8 1,18.0
N8 0JY,N8 0,16.0
DA1 3HD,DA1 3,22.0
N7 7PX,N7 7,13.0
E16 1ES,E16 1,14.0
RG26 5SH,RG26 5,10.0
RH14 9ES,RH14 9,9.0
E17 8LN,E17 8,19.0
RM11 2AU,RM11 2,15.0
SW16 6AW,SW16 6,17.0
HP7 0DD,HP7 0,7.0
TN28 8SB,TN28 8,11.0
OX10 9QA,OX10 9,7.0
TN39 3SA,TN39 3,15.0
BN1 8GF,BN1 8,18.0
PO22 0DJ,PO22 0,11.0
E3 3PG,E3 3,11.0
PO40 9RR,PO40 9,9.0
N7 7QE,N7 7,13.0
UB7 7AT,UB7 7,11.0
GU14 9RE,GU14 9,16.0
SO30 2LX,SO30 2,15.0
HP19 8LG,HP19 8,5.0
N2 0FZ,N2 0,11.0
TW7 7DR,TW7 7,14.0
SO43 7AA,SO43 7,12.0
KT20 7ED,KT20 7,8.0
SL1 9AP,SL1 9,13.0
UB9 6AR,UB9 6,11.0
BN2 6LL,BN2 6,19.0
SE24 0XW,SE24 0,15.0
TW10 6TZ,TW10 6,11.0
GU9 9HH,GU9 9,11.0
UB2 4AH,UB2 4,11.0
BN23 5PF,BN23 5,23.0
RG18 3FB,RG18 3,14.0
SO21 2LP,SO21 2,10.0
SE13 5RB,SE13 5,17.0
SW19 2DT,SW19 2,15.0
RG8 0BL,RG8 0,7.0
OX12 0AW,OX12 0,10.0
CT9 3RQ,CT9 3,15.0
CT10 3DW,CT10 3,13.0
CT17 9RD,CT17 9,13.0
SO15 1JP,SO15 1,4.0
ME17 1TD,ME17 1,6.0
BN12 6DH,BN12 6,14.0
IG8 8AB,IG8 8,12.0
SW17 8ES,SW17 8,23.0
PO22 0BS,PO22 0,11.0
SM5 1JB,SM5 1,22.0
BN25 3RL,BN25 3,14.0
N2 0RS,N2 0,11.0
SO18 4ES,SO18 4,13.0
SO50 6BS,SO50 6,12.0
PO30 3ES,PO30 3,7.0
W1S 4BL,W1S 4,
CR8 4EQ,CR8 4,14.0
ME10 1BH,ME10 1,17.0
W7 3PE,W7 3,15.0
CT11 7NE,CT11 7,15.0
OX9 2HQ,OX9 2,7.0
TN24 0NR,TN24 0,15.0
SO30 2TG,SO30 2,15.0
SW19 6NX,SW19 6,16.0
PO32 6QW,PO32 6,14.0
SS11 7AZ,SS11 7,11.0
ME12 1PX,ME12 1,10.0
BN5 9XT,BN5 9,9.0
NW1 4YW,NW1 4,4.0
SW19 1HR,SW19 1,14.0
N20 0JL,N20 0,12.0
HP21 8LZ,HP21 8,14.0
SO40 3BH,SO40 3,11.0
GU34 1JL,GU34 1,9.0
E5 8PR,E5 8,19.0
CR0 0RE,CR0 0,26.0
PO1 2PF,PO1 2,5.0
E6 2DP,E6 2,18.0
RH14 0DF,RH14 0,8.0
TW20 0BQ,TW20 0,10.0
HA2 7NY,HA2 7,12.0
PO10 7JN,PO10 7,12.0
EN5 1QH,EN5 1,9.0
PO9 3JY,PO9 3,16.0
TN37 6EW,TN37 6,19.0
PO22 7QF,PO22 7,10.0
BN2 9SR,BN2 9,20.0
TW5 0PN,TW5 0,14.0
TW1 4HZ,TW1 4,10.0
SE16 4PT,SE16 4,11.0
NW3 1AS,NW3 1,8.0
RH19 2EL,RH19 2,8.0
SW18 5BZ,SW18 5,17.0
TN16 1HA,TN16 1,7.0
RG22 4RB,RG22 4,21.0
BH24 1DL,BH24 1,12.0
DA14 6FH,DA14 6,13.0
PO21 5RD,PO21 5,13.0
TN23 1BX,TN23 1,2.0
BR1 4BB,BR1 4,19.0
SS15 5AB,SS15 5,17.0
GU14 8BA,GU14 8,18.0
BN25 3PL,BN25 3,14.0
UB2 5RG,UB2 5,15.0
SS13 1PW,SS13 1,14.0
DA2 8DL,DA2 8,9.0
RG7 1HF,RG7 1,7.0
HA3 0LW,HA3 0,11.0
BR5 1SH,BR5 1,14.0
PO22 7SF,PO22 7,10.0
HA2 7LJ,HA2 7,12.0
W3 6SN,W3 6,14.0
N12 7ED,N12 7,10.0
ME1 1YL,ME1 1,8.0
PO20 9HJ,PO20 9,11.0
NW2 1QA,NW2 1,11.0
HA4 6JG,HA4 6,15.0
PO15 6RP,PO15 6,13.0
CT9 5PQ,CT9 5,16.0
CM14 4BZ,CM14 4,13.0
RH5 4HZ,RH5 4,10.0
RH14 9PA,RH14 9,9.0
BH25 5RS,BH25 5,14.0
PO16 0AG,PO16 0,9.0
HP10 0LS,HP10 0,9.0
GU7 2PN,GU7 2,9.0
BN1 5NL,BN1 5,15.0
E2 0RG,E2 0,15.0
HP13 5YA,HP13 5,14.0
TN21 8TT,TN21 8,9.0
NW9 9PA,NW9 9,12.0
BN2 6RP,BN2 6,19.0
GU27 2JY,GU27 2,9.0
CR0 3BU,CR0 3,26.0
TW8 9JL,TW8 9,7.0
PO20 0BW,PO20 0,14.0
BN18 9HT,BN18 9,9.0
WC2H 9EA,WC2H 9,2.0
W12 7LJ,W12 7,13.0
SL4 4HA,SL4 4,11.0
KT17 2EQ,KT17 2,13.0
TW1 1DD,TW1 1,12.0
BR5 1RU,BR5 1,14.0
IG5 0SW,IG5 0,18.0
PO20 1PR,PO20 1,7.0
PO7 6JD,PO7 6,13.0
SE10 0RS,SE10 0,9.0
KT13 0NN,KT13 0,8.0
OX13 5LR,OX13 5,7.0
SO40 9FN,SO40 9,12.0
DA7 6LY,DA7 6,17.0
BN11 5QB,BN11 5,12.0
HA4 0ES,HA4 0,10.0
CR2 9LW,CR2 9,14.0
SE3 0LX,SE3 0,10.0
SS16 6JD,SS16 6,12.0
DA8 1PG,DA8 1,17.0
BN2 5WD,BN2 5,16.0
GU35 8HS,GU35 8,10.0
SE18 5PD,SE18 5,16.0
SE11 5SG,SE11 5,13.0
SS17 7QP,SS17 7,17.0
SE20 8HJ,SE20 8,15.0
NW10 7QJ,NW10 7,3.0
RH1 4JL,RH1 4,9.0
BN13 3ST,BN13 3,10.0
N1 1GZ,N1 1,12.0
W1H 1FZ,W1H 1,3.0
PO31 8QT,PO31 8,13.0
HA8 6AN,HA8 6,13.0
PO9 6WA,PO9 6,11.0
RG8 9PS,RG8 9,5.0
GU7 3TJ,GU7 3,12.0
RM8 3BT,RM8 3,24.0
PO3 5BN,PO3 5,9.0
GU31 5DL,GU31 5,7.0
RG2 7TX,RG2 7,15.0
N17 9QB,N17 9,13.0
E2 0PT,E2 0,15.0
SW10 9DD,SW10 9,14.0
SP11 6QR,SP11 6,5.0
CR4 3FD,CR4 3,19.0
ME17 4LF,ME17 4,10.0
BN13 2SX,BN13 2,15.0
RG22 4PD,RG22 4,21.0
RG31 6YX,RG31 6,15.0
SW1P 2UH,SW1P 2,7.0
EC1Y 0SG,EC1Y 0,8.0
IG6 1HP,IG6 1,13.0
E17 8QL,E17 8,19.0
SN7 7GD,SN7 7,10.0
KT1 1QT,KT1 1,2.0
BN14 8DQ,BN14 8,11.0
TW9 1PQ,TW9 1,6.0
RG1 8AQ,RG1 8,5.0
RH13 0AG,RH13 0,9.0
SO50 6DX,SO50 6,12.0
GU2 8DF,GU2 8,16.0
EN5 1QX,EN5 1,9.0
TN16 1AF,TN16 1,7.0
TN22 5PR,TN22 5,9.0
BH24 1BW,BH24 1,12.0
CT2 9JQ,CT2 9,10.0
SE21 8EN,SE21 8,15.0
WC1H 9HU,WC1H 9,6.0
KT16 0DY,KT16 0,10.0
IG6 3TE,IG6 3,13.0
SO50 5SY,SO50 5,14.0
N10 2NE,N10 2,13.0
ME14 4EU,ME14 4,11.0
TW3 3HY,TW3 3,12.0
SL6 1TZ,SL6 1,6.0
BH24 1JJ,BH24 1,12.0
CR3 6LT,CR3 6,12.0
TN12 9DP,TN12 9,6.0
RH9 8AD,RH9 8,12.0
ME5 7BY,ME5 7,18.0
SO41 9EG,SO41 9,9.0
BN11 4NN,BN11 4,16.0
UB3 4AG,UB3 4,12.0
E1 8LZ,E1 8,6.0
DA12 2PF,DA12 2,13.0
GU27 3JX,GU27 3,8.0
TN24 8UE,TN24 8,8.0
HP17 8YW,HP17 8,9.0
KT3 3QY,KT3 3,15.0
IG3 8XQ,IG3 8,15.0
E13 8JB,E13 8,17.0
SP11 7NS,SP11 7,7.0
SW3 3DS,SW3 3,12.0
E12 5RU,E12 5,19.0
HP20 1NH,HP20 1,9.0
GU22 9NB,GU22 9,12.0
RG10 8BG,RG10 8,7.0
BN15 0PL,BN15 0,15.0
BN11 1DR,BN11 1,7.0
SS7 5BE,SS7 5,15.0
DA12 5SU,DA12 5,21.0
SS9 5BW,SS9 5,15.0
SO51 0LH,SO51 0,7.0
SO41 5SR,SO41 5,8.0
TN21 9EX,TN21 9,6.0
SL3 9DQ,SL3 9,10.0
CR4 1AF,CR4 1,18.0
N2 0YJ,N2 0,11.0
RH12 4BG,RH12 4,11.0
CT6 6BF,CT6 6,14.0
GU16 8TX,GU16 8,16.0
HA7 4LG,HA7 4,9.0
BN17 6QD,BN17 6,17.0
RH11 8YH,RH11 8,16.0
PO14 4AF,PO14 4,12.0
SL4 1PE,SL4 1,5.0
N12 8SZ,N12 8,10.0
DA16 2BG,DA16 2,22.0
IG8 7JX,IG8 7,15.0
GU9 7JP,GU9 7,7.0
BN15 8ER,BN15 8,14.0
W1F 8ES,W1F 8,
N7 7JQ,N7 7,13.0
BR6 0EY,BR6 0,12.0
RH7 6LZ,RH7 6,13.0
SO15 5RP,SO15 5,15.0
RG28 7PX,RG28 7,9.0
N7 6QP,N7 6,12.0
RH19 1JB,RH19 1,8.0
HP16 9EA,HP16 9,8.0
RG1 1LD,RG1 1,1.0
SW1V 3BS,SW1V 3,17.0
SW6 2FT,SW6 2,15.0
SO45 4JQ,SO45 4,12.0
GU12 5RQ,GU12 5,12.0
RH6 9PX,RH6 9,13.0
W7 3TA,W7 3,15.0
SW13 9DW,SW13 9,11.0
PO13 0NZ,PO13 0,18.0
HA2 6LY,HA2 6,14.0
BR3 5XY,BR3 5,15.0
NW2 6XE,NW2 6,11.0
GU2 8HL,GU2 8,16.0
W1T 5EE,W1T 5,5.0
NW11 7AU,NW11 7,7.0
SL4 4PY,SL4 4,11.0
KT10 0NS,KT10 0,12.0
HP12 4RR,HP12 4,12.0
SW13 0BJ,SW13 0,12.0
BH23 8EB,BH23 8,12.0
W7 3RR,W7 3,15.0
TW12 2AX,TW12 2,11.0
SO21 2NA,SO21 2,10.0
SS6 8XP,SS6 8,16.0
SO16 8GS,SO16 8,22.0
HP11 1XA,HP11 1,9.0
W1S 3LZ,W1S 3,
KT2 5LX,KT2 5,16.0
TW14 9BP,TW14 9,16.0
SL1 5HY,SL1 5,17.0
NW5 1JL,NW5 1,11.0
GU28 0LL,GU28 0,7.0
SL5 7FW,SL5 7,7.0
CT9 4AX,CT9 4,11.0
W1H 4LW,W1H 4,3.0
BN27 2LF,BN27 2,9.0
SS16 6DL,SS16 6,12.0
SO45 1EJ,SO45 1,14.0
RG2 8JQ,RG2 8,17.0
HA2 8NX,HA2 8,14.0
SL7 2NP,SL7 2,7.0
EN4 8AN,EN4 8,14.0
GU28 0LW,GU28 0,7.0
CT10 2QW,CT10 2,13.0
GU9 7UE,GU9 7,7.0
SN7 8EA,SN7 8,6.0
TN16 3YN,TN16 3,13.0
NW1 8YB,NW1 8,10.0
KT23 3JP,KT23 3,10.0
SO30 0QP,SO30 0,15.0
CT6 7AS,CT6 7,15.0
N8 9ER,N8 9,14.0
BN25 2UJ,BN25 2,11.0
E3 5RG,E3 5,15.0
BN16 3EP,BN16 3,13.0
PO21 3HQ,PO21 3,13.0
SO40 9GA,SO40 9,12.0
W3 0SL,W3 0,9.0
SO51 7JT,SO51 7,17.0
DA8 3AA,DA8 3,17.0
SE1 6JX,SE1 6,9.0
W2 1UH,W2 1,9.0
RG5 3EZ,RG5 3,16.0
GU14 8SA,GU14 8,18.0
ME14 2WB,ME14 2,14.0
PO9 2SE,PO9 2,13.0
GU15 3YL,GU15 3,7.0
HA3 5LG,HA3 5,12.0
ME17 1TX,ME17 1,6.0
KT6 4HS,KT6 4,11.0
RH11 0PD,RH11 0,12.0
CT3 1NR,CT3 1,7.0
E11 2ED,E11 2,16.0
N10 3QP,N10 3,12.0
GU15 3SD,GU15 3,7.0
CT2 7AU,CT2 7,9.0
TN40 1FD,TN40 1,14.0
GU29 9HG,GU29 9,9.0
IG7 4LT,IG7 4,14.0
W1H 7JF,W1H 7,4.0
SS17 9EQ,SS17 9,10.0
SW8 4LN,SW8 4,14.0
W2 3AN,W2 3,12.0
DA5 1PS,DA5 1,12.0
ME7 1UQ,ME7 1,14.0
SE18 6EN,SE18 6,12.0
PO19 3LF,PO19 3,12.0
SE9 1NE,SE9 1,16.0
E3 3UP,E3 3,11.0
SO51 8DA,SO51 8,7.0
RH14 0QL,RH14 0,8.0
N1 6DW,N1 6,10.0
SL1 2AE,SL1 2,16.0
RH1 4LS,RH1 4,9.0
HA5 1BB,HA5 1,11.0
HP17 8DX,HP17 8,9.0
WC2H 8BS,WC2H 8,1.0
ME15 0QY,ME15 0,7.0
GU26 6SU,GU26 6,9.0
GU9 0AJ,GU9 0,12.0
TW13 4GH,TW13 4,15.0
RG7 3JH,RG7 3,11.0
KT4 7DY,KT4 7,16.0
TN22 3HU,TN22 3,6.0
ME13 0LL,ME13 0,6.0
DA12 3BW,DA12 3,9.0
CT20 3AW,CT20 3,10.0
GU14 8NZ,GU14 8,18.0
SW19 4LH,SW19 4,9.0
EC1V 3PA,EC1V 3,11.0
RM5 3PL,RM5 3,15.0
CT1 3XS,CT1 3,13.0
PO38 3NY,PO38 3,11.0
E5 8AJ,E5 8,19.0
SL1 3BD,SL1 3,13.0
HP14 3AX,HP14 3,10.0
BN14 8AP,BN14 8,11.0
TN22 1BF,TN22 1,9.0
BN20 9BX,BN20 9,12.0
OX33 1LJ,OX33 1,9.0
GU27 3BJ,GU27 3,8.0
BN1 3HB,BN1 3,15.0
GU26 6AA,GU26 6,9.0
GU30 7RE,GU30 7,10.0
HP14 3UN,HP14 3,10.0
HP6 5RP,HP6 5,8.0
PO11 9JZ,PO11 9,15.0
RM1 2RL,RM1 2,10.0
CR0 6RR,CR0 6,31.0
PO21 3RW,PO21 3,13.0
BN16 3RT,BN16 3,13.0
TN34 2PX,TN34 2,18.0
RH20 4LP,RH20 4,11.0
E17 8BD,E17 8,19.0
DA17 6AA,DA17 6,13.0
E10 6UL,E10 6,17.0
SW3 2TP,SW3 2,10.0
GU34 5JF,GU34 5,8.0
KT1 1TY,KT1 1,2.0
ME8 8ET,ME8 8,14.0
GU8 4NB,GU8 4,7.0
BR1 2FW,BR1 2,12.0
TN16 1ES,TN16 1,7.0
DA4 0HW,DA4 0,10.0
TN35 5ZB,TN35 5,19.0
GU31 5JE,GU31 5,7.0
RH4 1QP,RH4 1,7.0
SW2 2BQ,SW2 2,16.0
N19 5HT,N19 5,14.0
GU34 4JW,GU34 4,7.0
PO15 6NH,PO15 6,13.0
IG3 8UZ,IG3 8,15.0
PO37 6RQ,PO37 6,8.0
GU14 8EE,GU14 8,18.0
E3 3NP,E3 3,11.0
E4 6PZ,E4 6,19.0
RG2 0FF,RG2 0,7.0
E17 7AH,E17 7,14.0
GU10 3BL,GU10 3,8.0
E4 7AX,E4 7,15.0
RG2 7DB,RG2 7,15.0
CM13 2QY,CM13 2,15.0
PO19 7SB,PO19 7,14.0
HA7 3JJ,HA7 3,9.0
BR1 5AP,BR1 5,23.0
ME10 1JY,ME10 1,17.0
E18 2UB,E18 2,17.0
SW2 3AL,SW2 3,18.0
CT14 6DX,CT14 6,10.0
ME15 8AN,ME15 8,13.0
KT12 4PS,KT12 4,11.0
RG42 3TQ,RG42 3,14.0
SM4 5NY,SM4 5,14.0
RG14 6NE,RG14 6,13.0
W5 4XY,W5 4,17.0
GU34 3JF,GU34 3,5.0
KT2 5GW,KT2 5,16.0
CT16 1SB,CT16 1,6.0
E6 5QU,E6 5,16.0
SW17 0HT,SW17 0,16.0
PO7 5HG,PO7 5,14.0
RM10 7AX,RM10 7,16.0
N19 4LB,N19 4,16.0
RH2 0SU,RH2 0,10.0
SW16 5ED,SW16 5,18.0
GU25 4TD,GU25 4,7.0
SO50 4HW,SO50 4,16.0
PO21 2DR,PO21 2,13.0
BR6 9EF,BR6 9,17.0
TW16 7BZ,TW16 7,12.0
E9 5DT,E9 5,15.0
HP21 9LT,HP21 9,13.0
W9 3NX,W9 3,16.0
OX10 9NW,OX10 9,7.0
RH1 3AG,RH1 3,13.0
SW8 4NE,SW8 4,14.0
SO19 7GL,SO19 7,16.0
W1U 3JU,W1U 3,2.0
PO22 7DN,PO22 7,10.0
HP10 9ES,HP10 9,10.0
N1 1BS,N1 1,12.0
TN5 6JT,TN5 6,7.0
CM15 8QP,CM15 8,10.0
SS13 1LS,SS13 1,14.0
TN22 3QZ,TN22 3,6.0
OX10 6JQ,OX10 6,9.0
CT16 2DP,CT16 2,18.0
UB10 8BP,UB10 8,14.0
TN6 2JA,TN6 2,11.0
RM6 5EP,RM6 5,22.0
ME13 9QL,ME13 9,7.0
SW1P 2XE,SW1P 2,7.0
KT19 9HH,KT19 9,17.0
TW11 8HY,TW11 8,10.0
NW8 6HN,NW8 6,10.0
CR8 2HL,CR8 2,13.0
E9 7JF,E9 7,17.0
RH7 6JR,RH7 6,13.0
RG17 0FX,RG17 0,8.0
SO31 6EL,SO31 6,15.0
SS16 5HS,SS16 5,13.0
RG8 9RX,RG8 9,5.0
OX12 9BH,OX12 9,10.0
OX12 9PH,OX12 9,10.0
SW12 9RW,SW12 9,16.0
OX13 5PJ,OX13 5,7.0
IG1 4UY,IG1 4,12.0
RG40 3SW,RG40 3,6.0
SE15 1PE,SE15 1,11.0
IG11 9PP,IG11 9,21.0
OX14 3HL,OX14 3,9.0
TN31 6HU,TN31 6,9.0
KT13 0HB,KT13 0,8.0
BR6 7BF,BR6 7,10.0
NW1 4GB,NW1 4,4.0
TN15 7PP,TN15 7,6.0
BN24 5EG,BN24 5,11.0
CT1 3TW,CT1 3,13.0
NW5 4QE,NW5 4,16.0
SS2 6SF,SS2 6,14.0
GU22 8UD,GU22 8,11.0
PO21 2YH,PO21 2,13.0
CR0 4DA,CR0 4,20.0
SE1 7PS,SE1 7,8.0
RG14 7JN,RG14 7,11.0
E2 7SW,E2 7,14.0
KT11 1DF,KT11 1,6.0
RG1 7QG,RG1 7,10.0
ME1 2HS,ME1 2,18.0
SW16 2XH,SW16 2,19.0
SO45 2LL,SO45 2,14.0
CR0 7DA,CR0 7,21.0
RG30 4YS,RG30 4,16.0
HA6 3NR,HA6 3,7.0
SS1 2AG,SS1 2,18.0
CT21 4EW,CT21 4,8.0
TN14 7UB,TN14 7,7.0
PO21 3HH,PO21 3,13.0
CR0 5LW,CR0 5,19.0
CT11 8PJ,CT11 8,13.0
SO41 8GG,SO41 8,11.0
RH6 8SP,RH6 8,12.0
BN21 3AQ,BN21 3,9.0
RM3 8AW,RM3 8,13.0
HP10 9PJ,HP10 9,10.0
E17 7LH,E17 7,14.0
KT19 8BS,KT19 8,10.0
CT4 5BJ,CT4 5,7.0
SE1 3JZ,SE1 3,11.0
DA8 1ZT,DA8 1,17.0
N3 3AY,N3 3,10.0
N1 2RB,N1 2,14.0
RH12 1DD,RH12 1,9.0
HA8 5SF,HA8 5,12.0
CT11 7EJ,CT11 7,15.0
RG1 4TB,RG1 4,5.0
TW20 9RD,TW20 9,9.0
SE16 5RE,SE16 5,16.0
W6 9QY,W6 9,10.0
SM7 3BW,SM7 3,9.0
SW18 1SQ,SW18 1,14.0
DA11 9AE,DA11 9,15.0
E6 3HU,E6 3,20.0
W1J 7AJ,W1J 7,3.0
BN41 1ES,BN41 1,11.0
SE25 5DN,SE25 5,15.0
TN15 0EH,TN15 0,7.0
DA7 5RU,DA7 5,20.0
CT5 4AA,CT5 4,15.0
RG24 8SL,RG24 8,12.0
TN34 2AF,TN34 2,18.0
RG6 7LX,RG6 7,14.0
HP13 5EP,HP13 5,14.0
ME7 5EP,ME7 5,14.0
GU2 9SE,GU2 9,16.0
N16 8AD,N16 8,15.0
TW18 4XS,TW18 4,6.0
CT6 6NP,CT6 6,14.0
N4 1RQ,N4 1,14.0
NW8 9PS,NW8 9,11.0
KT15 3TU,KT15 3,13.0
SO22 4JF,SO22 4,17.0
KT2 7PB,KT2 7,9.0
GU4 7SG,GU4 7,12.0
HA8 7BJ,HA8 7,6.0
SM6 8AT,SM6 8,16.0
RH1 6PS,RH1 6,13.0
W10 5HR,W10 5,14.0
KT6 5AU,KT6 5,13.0
CR0 7SW,CR0 7,21.0
BR5 2EQ,BR5 2,17.0
GU5 9ED,GU5 9,7.0
HP7 0BG,HP7 0,7.0
CT21 6HH,CT21 6,13.0
W12 9EU,W12 9,18.0
ME2 2YX,ME2 2,16.0
GU8 6QG,GU8 6,8.0
SO22 6BH,SO22 6,13.0
OX10 9BT,OX10 9,7.0
TN33 9JQ,TN33 9,8.0
TN9 2NE,TN9 2,14.0
HP5 2BY,HP5 2,12.0
SM3 9HF,SM3 9,18.0
SM5 4PH,SM5 4,13.0
RG25 2AL,RG25 2,6.0
SW3 3NT,SW3 3,12.0
BN21 4SU,BN21 4,8.0
HP12 3QL,HP12 3,12.0
NW9 4AB,NW9 4,
SO15 1GG,SO15 1,4.0
E2 0SB,E2 0,15.0
TN9 1DE,TN9 1,8.0
RH10 1RW,RH10 1,8.0
TN4 0EH,TN4 0,11.0
PO17 5AN,PO17 5,9.0
E12 6AR,E12 6,21.0
E11 4AJ,E11 4,15.0
GU35 8HL,GU35 8,10.0
W1F 7BB,W1F 7,2.0
SW20 0SR,SW20 0,11.0
