postcode,sector,average_household
RH16 4DJ,RH16 4,10.0
SW2 5AU,SW2 5,15.0
CT3 3JB,CT3 3,10.0
KT8 2EL,KT8 2,12.0
RH8 9AN,RH8 9,11.0
NW6 1AQ,NW6 1,14.0
BH24 1ZG,BH24 1,12.0
PO8 9AS,PO8 9,16.0
PO20 9AL,PO20 9,11.0
PO21 4UF,PO21 4,12.0
WC1X 0ED,WC1X 0,9.0
GU52 8LF,GU52 8,8.0
GU11 3JT,GU11 3,15.0
SO16 9FW,SO16 9,17.0
SS12 0RG,SS12 0,13.0
KT8 9DL,KT8 9,7.0
SE23 3HU,SE23 3,14.0
SL4 3RE,SL4 3,11.0
TN34 3RF,TN34 3,17.0
OX12 8NL,OX12 8,7.0
BN2 8WR,BN2 8,16.0
ME17 1FZ,ME17 1,6.0
E1 6EA,E1 6,6.0
KT3 5JJ,KT3 5,15.0
IG8 7DW,IG8 7,15.0
W1S 2TS,W1S 2,
DA8 2BG,DA8 2,18.0
SM4 6BN,SM4 6,20.0
SP11 6JF,SP11 6,5.0
SL4 5JA,SL4 5,11.0
TN10 3DA,TN10 3,13.0
UB4 0AB,UB4 0,13.0
W1F 8SZ,W1F 8,
GU14 9BQ,GU14 9,16.0
BN43 5WH,BN43 5,14.0
E3 2TB,E3 2,16.0
BN8 5DQ,BN8 5,8.0
SE9 1SW,SE9 1,16.0
SE3 7PZ,SE3 7,14.0
TW19 6EA,TW19 6,8.0
NW10 8PF,NW10 8,13.0
KT9 1XQ,KT9 1,12.0
SW18 1PF,SW18 1,14.0
CR8 3BL,CR8 3,9.0
HP15 6LW,HP15 6,11.0
RH1 6TD,RH1 6,13.0
W13 8HE,W13 8,11.0
TW3 3JY,TW3 3,12.0
BN25 4NG,BN25 4,7.0
W12 0LQ,W12 0,17.0
W13 9LE,W13 9,16.0
OX10 9HE,OX10 9,7.0
KT2 5LN,KT2 5,16.0
PO3 5RJ,PO3 5,9.0
UB4 8JP,UB4 8,15.0
CT10 3DQ,CT10 3,13.0
TN9 2LN,TN9 2,14.0
E5 9RH,E5 9,17.0
N17 6HF,N17 6,21.0
SL3 0NF,SL3 0,6.0
N17 9NX,N17 9,13.0
E16 4AY,E16 4,15.0
RG21 4PU,RG21 4,6.0
CT10 3DF,CT10 3,13.0
HA3 0LS,HA3 0,11.0
IG11 9RJ,IG11 9,21.0
W1W 6UJ,W1W 6,5.0
SM6 7AX,SM6 7,12.0
RM13 9LL,RM13 9,14.0
BR6 8NH,BR6 8,13.0
SN7 7NL,SN7 7,10.0
W2 6DN,W2 6,15.0
RH6 0PB,RH6 0,4.0
PO20 7BZ,PO20 7,7.0
RM10 9EL,RM10 9,20.0
SO45 5GD,SO45 5,13.0
E1W 3ET,E1W 3,13.0
MK18 7HD,MK18 7,9.0
CT5 2QW,CT5 2,14.0
PO20 9EH,PO20 9,11.0
SE18 3EY,SE18 3,15.0
E14 3DS,E14 3,20.0
E4 6QB,E4 6,19.0
ME4 6NS,ME4 6,13.0
SO22 5HB,SO22 5,9.0
TN25 4PB,TN25 4,9.0
MK18 7BE,MK18 7,9.0
RG2 8NX,RG2 8,17.0
BN15 9US,BN15 9,16.0
KT21 2JR,KT21 2,11.0
GU25 4JA,GU25 4,7.0
RH15 9AJ,RH15 9,9.0
OX13 5JF,OX13 5,7.0
PO19 8TE,PO19 8,10.0
RG17 8NH,RG17 8,11.0
ME19 4XR,ME19 4,8.0
GU16 8HZ,GU16 8,16.0
SS16 4JB,SS16 4,17.0
W6 9SU,W6 9,10.0
PO14 4RY,PO14 4,12.0
EN5 3DN,EN5 3,9.0
SW12 8PP,SW12 8,16.0
SS0 8HT,SS0 8,18.0
PO10 7TJ,PO10 7,12.0
SE22 0XD,SE22 0,16.0
SP10 3NG,SP10 3,15.0
SM7 2BY,SM7 2,12.0
BR2 8GP,BR2 8,17.0
SW16 1AW,SW16 1,14.0
SL2 4LU,SL2 4,9.0
KT13 9XP,KT13 9,9.0
RG8 7NZ,RG8 7,6.0
SS4 3RB,SS4 3,14.0
RG31 5DH,RG31 5,13.0
PO14 4PY,PO14 4,12.0
RM16 2XQ,RM16 2,19.0
SW6 4SE,SW6 4,10.0
E10 6LA,E10 6,17.0
GU15 1LR,GU15 1,11.0
BN3 4JF,BN3 4,15.0
RG7 6AX,RG7 6,6.0
HA4 9RZ,HA4 9,14.0
SE12 0SJ,SE12 0,14.0
GU34 2HZ,GU34 2,12.0
SL9 8NP,SL9 8,5.0
WC2B 5TA,WC2B 5,3.0
PO12 2ED,PO12 2,14.0
W1U 3JX,W1U 3,2.0
PO1 3DX,PO1 3,10.0
GU9 9DZ,GU9 9,11.0
OX12 0QE,OX12 0,10.0
BN27 4BZ,BN27 4,6.0
GU14 8RN,GU14 8,18.0
SE11 6DQ,SE11 6,14.0
CR0 2GF,CR0 2,23.0
RH1 2JE,RH1 2,13.0
PO17 6LU,PO17 6,5.0
TN24 9RD,TN24 9,16.0
CR5 3YF,CR5 3,10.0
RM15 4DP,RM15 4,15.0
SW3 6NB,SW3 6,7.0
BR2 0QX,BR2 0,16.0
SO18 6BF,SO18 6,13.0
ME8 8LU,ME8 8,14.0
RM16 2GH,RM16 2,19.0
SO17 2GY,SO17 2,14.0
SL6 9BY,SL6 9,7.0
GU30 7HQ,GU30 7,10.0
BH24 3AP,BH24 3,7.0
RG12 7BP,RG12 7,20.0
PO12 1QS,PO12 1,15.0
ME17 2LA,ME17 2,7.0
SS0 7RP,SS0 7,17.0
GU10 2EP,GU10 2,6.0
CR2 7ND,CR2 7,15.0
PO6 2RA,PO6 2,16.0
RG7 1HE,RG7 1,7.0
NW11 6UE,NW11 6,9.0
PO33 1LA,PO33 1,13.0
IG8 9AB,IG8 9,14.0
BN13 2AA,BN13 2,15.0
HP22 5RB,HP22 5,14.0
BN3 6LD,BN3 6,14.0
BN43 5XN,BN43 5,14.0
SE18 1ER,SE18 1,18.0
RG21 4DT,RG21 4,6.0
PO16 8NF,PO16 8,14.0
RM6 6UD,RM6 6,15.0
ME14 5LA,ME14 5,11.0
SO31 5PT,SO31 5,15.0
UB3 2AB,UB3 2,14.0
CM15 0DU,CM15 0,12.0
TW5 0TR,TW5 0,14.0
KT12 1AB,KT12 1,7.0
TN18 5ZX,TN18 5,6.0
PO34 5HE,PO34 5,12.0
BN1 2HS,BN1 2,10.0
BN2 8FT,BN2 8,16.0
PO8 0TU,PO8 0,10.0
PO19 1TY,PO19 1,3.0
W11 3BJ,W11 3,7.0
EC1A 4EU,EC1A 4,2.0
PO18 0FS,PO18 0,7.0
KT10 8EE,KT10 8,11.0
RG22 5BW,RG22 5,13.0
BN22 7RZ,BN22 7,10.0
W5 5WT,W5 5,8.0
UB1 1DW,UB1 1,9.0
SL1 5AN,SL1 5,17.0
CT16 1LU,CT16 1,6.0
SO15 3EJ,SO15 3,12.0
E15 4QD,E15 4,14.0
HA8 8AY,HA8 8,14.0
KT17 3BF,KT17 3,8.0
PO6 2RT,PO6 2,16.0
BN13 3RX,BN13 3,10.0
SS8 9DP,SS8 9,17.0
SE8 3QS,SE8 3,15.0
ME3 9LH,ME3 9,13.0
RG45 6QU,RG45 6,10.0
CT20 1PA,CT20 1,12.0
OX14 5NU,OX14 5,14.0
GU8 5QH,GU8 5,10.0
UB8 2JH,UB8 2,12.0
N16 0SQ,N16 0,13.0
SO50 5BS,SO50 5,14.0
SM2 5SU,SM2 5,17.0
GU9 9TD,GU9 9,11.0
ME15 7QU,ME15 7,15.0
BR4 9JS,BR4 9,14.0
HA3 6BA,HA3 6,12.0
BN16 1LB,BN16 1,11.0
HP6 6AG,HP6 6,10.0
N15 3SB,N15 3,17.0
KT5 9NZ,KT5 9,17.0
HP13 7QH,HP13 7,19.0
W6 9NU,W6 9,10.0
NW10 4RA,NW10 4,13.0
SL9 8RY,SL9 8,5.0
CT16 1JZ,CT16 1,6.0
SW9 8LA,SW9 8,8.0
W11 2PJ,W11 2,11.0
TW2 6PQ,TW2 6,16.0
RH5 4RA,RH5 4,10.0
TN2 4BE,TN2 4,11.0
CT13 0PQ,CT13 0,11.0
SO31 1DJ,SO31 1,8.0
RG7 2DP,RG7 2,5.0
PO16 7SU,PO16 7,10.0
SE16 3PF,SE16 3,14.0
PO16 9SD,PO16 9,13.0
SL0 9AQ,SL0 9,9.0
ME3 9JE,ME3 9,13.0
KT3 6NQ,KT3 6,17.0
HA9 9HA,HA9 9,11.0
RH5 6ER,RH5 6,6.0
NW7 3EX,NW7 3,8.0
RG42 3RU,RG42 3,14.0
TW14 0QE,TW14 0,8.0
BR3 5JT,BR3 5,15.0
PO7 7JA,PO7 7,10.0
RG6 4DL,RG6 4,15.0
TW1 2JH,TW1 2,10.0
HA7 3EE,HA7 3,9.0
PO21 2UH,PO21 2,13.0
PO5 2DU,PO5 2,14.0
OX14 5NG,OX14 5,14.0
W1W 7PF,W1W 7,2.0
E11 3WL,E11 3,20.0
SW20 0DE,SW20 0,11.0
SL8 5EB,SL8 5,7.0
GU16 8RG,GU16 8,16.0
RH19 2PL,RH19 2,8.0
OX2 9HG,OX2 9,11.0
TN8 5DZ,TN8 5,8.0
RH17 7LF,RH17 7,10.0
SW17 0TA,SW17 0,16.0
SO40 3QS,SO40 3,11.0
TN37 7ZD,TN37 7,13.0
TW19 7RN,TW19 7,15.0
GU27 2FE,GU27 2,9.0
PO19 3RA,PO19 3,12.0
SW16 5JF,SW16 5,18.0
SL6 4JU,SL6 4,9.0
N7 7NB,N7 7,13.0
W1J 8SB,W1J 8,2.0
NW8 0JS,NW8 0,12.0
SW18 3LL,SW18 3,19.0
BN15 9RL,BN15 9,16.0
WC1V 6PL,WC1V 6,1.0
CR0 6JP,CR0 6,31.0
SE26 5EU,SE26 5,12.0
SW18 1BD,SW18 1,14.0
SO45 6DP,SO45 6,12.0
GU8 6ND,GU8 6,8.0
PO14 1EA,PO14 1,11.0
HA1 3BJ,HA1 3,11.0
BN27 4TH,BN27 4,6.0
W1F 7EL,W1F 7,2.0
RG9 5SL,RG9 5,6.0
RH11 9LL,RH11 9,16.0
BN11 4RH,BN11 4,16.0
SE23 3SB,SE23 3,14.0
ME17 3LZ,ME17 3,7.0
SO31 8HD,SO31 8,12.0
TN12 9SG,TN12 9,6.0
CT6 7FF,CT6 7,15.0
RG14 3BT,RG14 3,11.0
NW7 3JH,NW7 3,8.0
TN14 7JA,TN14 7,7.0
SL5 0QQ,SL5 0,6.0
N1 6PW,N1 6,10.0
TN13 2TG,TN13 2,10.0
CT15 7JX,CT15 7,7.0
ME8 8JZ,ME8 8,14.0
RG17 0AZ,RG17 0,8.0
OX49 5AZ,OX49 5,6.0
LU7 0JW,LU7 0,10.0
UB3 1NQ,UB3 1,9.0
SL1 1RU,SL1 1,7.0
SL7 3LF,SL7 3,10.0
TN6 1DT,TN6 1,9.0
PO12 2SZ,PO12 2,14.0
SO15 1RE,SO15 1,4.0
BH23 8JW,BH23 8,12.0
KT15 1FF,KT15 1,13.0
ME15 9GE,ME15 9,12.0
GU31 4BT,GU31 4,12.0
N7 6BH,N7 6,12.0
TN12 7LY,TN12 7,6.0
RM5 2HA,RM5 2,16.0
HA5 2BT,HA5 2,13.0
SM3 9QF,SM3 9,18.0
SO32 1EB,SO32 1,10.0
TN24 9PW,TN24 9,16.0
PO30 2JE,PO30 2,10.0
GU12 5AP,GU12 5,12.0
NW6 1UE,NW6 1,14.0
HA2 6EF,HA2 6,14.0
OX13 6QJ,OX13 6,10.0
GU15 4AE,GU15 4,8.0
TN35 4QU,TN35 4,12.0
IG11 9QU,IG11 9,21.0
E17 6GT,E17 6,17.0
SM6 7PJ,SM6 7,12.0
SL1 7AG,SL1 7,12.0
SM4 6BZ,SM4 6,20.0
W2 5UA,W2 5,15.0
SE8 3HU,SE8 3,15.0
IG9 5JZ,IG9 5,12.0
PO30 1EE,PO30 1,10.0
KT1 3AU,KT1 3,16.0
BN24 6AJ,BN24 6,11.0
N12 0EQ,N12 0,11.0
N3 2SH,N3 2,11.0
GU26 6ND,GU26 6,9.0
E17 5LS,E17 5,19.0
PO39 0EJ,PO39 0,11.0
HP27 0RW,HP27 0,10.0
GU12 6AG,GU12 6,13.0
GU30 7DD,GU30 7,10.0
TW1 4HF,TW1 4,10.0
GU22 8QN,GU22 8,11.0
BN17 6EF,BN17 6,17.0
HA4 6UH,HA4 6,15.0
UB6 7QG,UB6 7,12.0
SL6 6AJ,SL6 6,11.0
CM12 9AH,CM12 9,10.0
CT6 7TR,CT6 7,15.0
CT7 9HR,CT7 9,14.0
E1W 3GP,E1W 3,13.0
DA11 0AD,DA11 0,15.0
SE9 2JN,SE9 2,15.0
BN12 5EP,BN12 5,10.0
DA8 2DF,DA8 2,18.0
PO13 0PX,PO13 0,18.0
TW1 4BF,TW1 4,10.0
RG6 7SS,RG6 7,14.0
TW18 1HZ,TW18 1,12.0
BN27 2AQ,BN27 2,9.0
E5 0LG,E5 0,19.0
RG4 6QS,RG4 6,12.0
W4 3PN,W4 3,13.0
W1G 6PG,W1G 6,3.0
DA11 7JB,DA11 7,16.0
HP12 3AS,HP12 3,12.0
BR6 8LR,BR6 8,13.0
HA2 0RL,HA2 0,11.0
BN25 1DR,BN25 1,10.0
SE7 8PP,SE7 8,13.0
SL4 1JQ,SL4 1,5.0
SN7 7QF,SN7 7,10.0
RG12 7FF,RG12 7,20.0
PO36 0BP,PO36 0,11.0
PO1 5EX,PO1 5,18.0
WC1N 1EP,WC1N 1,8.0
E15 2PE,E15 2,12.0
BN9 0BF,BN9 0,8.0
UB8 3QS,UB8 3,17.0
PO7 7RQ,PO7 7,10.0
BN11 5QA,BN11 5,12.0
KT7 0LG,KT7 0,11.0
RM11 3BX,RM11 3,15.0
ME3 7UG,ME3 7,10.0
RG19 8SL,RG19 8,7.0
PO22 9DH,PO22 9,12.0
ME8 0WQ,ME8 0,13.0
BN20 8RF,BN20 8,12.0
N1 5QU,N1 5,14.0
SE17 3QR,SE17 3,15.0
E15 2LE,E15 2,12.0
E1 4PX,E1 4,14.0
W12 9RW,W12 9,18.0
W1T 4BJ,W1T 4,1.0
ME7 5TW,ME7 5,14.0
RG7 3AS,RG7 3,11.0
TW12 2DH,TW12 2,11.0
GU14 9AU,GU14 9,16.0
SW8 2NX,SW8 2,14.0
HA2 6NX,HA2 6,14.0
BR5 4EW,BR5 4,16.0
GU52 7SN,GU52 7,12.0
CM15 9LB,CM15 9,14.0
SO30 2AF,SO30 2,15.0
SS9 2PB,SS9 2,12.0
BN12 5PA,BN12 5,10.0
BR6 6JR,BR6 6,12.0
BH24 3PG,BH24 3,7.0
TN33 0SU,TN33 0,10.0
SW6 4UQ,SW6 4,10.0
SL2 4NT,SL2 4,9.0
SS14 3LL,SS14 3,6.0
SL3 8DY,SL3 8,18.0
SE24 0AR,SE24 0,15.0
GU9 8DJ,GU9 8,11.0
SO21 2EE,SO21 2,10.0
ME8 8RU,ME8 8,14.0
BN3 3WB,BN3 3,19.0
CT7 0AJ,CT7 0,12.0
HP10 0NZ,HP10 0,9.0
CM11 2EP,CM11 2,14.0
W6 7JF,W6 7,10.0
W1D 6JS,W1D 6,3.0
HP15 6YB,HP15 6,11.0
PO8 0UG,PO8 0,10.0
NW10 1BP,NW10 1,13.0
IG1 1PE,IG1 1,12.0
PO21 3TF,PO21 3,13.0
W9 2DQ,W9 2,17.0
RH10 1PD,RH10 1,8.0
PO14 3NX,PO14 3,13.0
SW16 5PQ,SW16 5,18.0
IG8 0TW,IG8 0,11.0
EN5 2AU,EN5 2,16.0
EN5 1QF,EN5 1,9.0
SE10 0TE,SE10 0,9.0
GU19 5ET,GU19 5,9.0
CT1 2FZ,CT1 2,6.0
HP22 6ED,HP22 6,12.0
CR0 2LP,CR0 2,23.0
RH6 7JU,RH6 7,9.0
TW20 8EE,TW20 8,11.0
GU15 3HP,GU15 3,7.0
DA17 5HQ,DA17 5,17.0
BN3 7BX,BN3 7,14.0
BR5 2BB,BR5 2,17.0
DA17 6EW,DA17 6,13.0
RM13 9LR,RM13 9,14.0
GU9 9AZ,GU9 9,11.0
NW1 2AR,NW1 2,3.0
W1T 5JA,W1T 5,5.0
GU2 7ST,GU2 7,10.0
W12 9SG,W12 9,18.0
SW11 1EU,SW11 1,13.0
W2 3HJ,W2 3,12.0
CT1 1RL,CT1 1,13.0
N1 7DW,N1 7,14.0
RG31 6QA,RG31 6,15.0
GU11 3RR,GU11 3,15.0
SL1 7EH,SL1 7,12.0
SL2 5HR,SL2 5,15.0
SO51 0JJ,SO51 0,7.0
KT20 7QF,KT20 7,8.0
SS3 8YA,SS3 8,15.0
CM14 5NY,CM14 5,12.0
CR0 3TB,CR0 3,26.0
SW5 9XJ,SW5 9,13.0
OX12 9NQ,OX12 9,10.0
SS1 3RB,SS1 3,13.0
ME16 8AP,ME16 8,15.0
N7 8PF,N7 8,16.0
BN15 0BT,BN15 0,15.0
OX9 2AP,OX9 2,7.0
TW16 6SR,TW16 6,9.0
RH12 5JA,RH12 5,16.0
DA4 0DP,DA4 0,10.0
W2 5JR,W2 5,15.0
CT7 9HB,CT7 9,14.0
N19 4HJ,N19 4,16.0
GU25 4RP,GU25 4,7.0
W1S 3NQ,W1S 3,
RG8 0TY,RG8 0,7.0
IG1 4EU,IG1 4,12.0
E5 0BH,E5 0,19.0
RM8 1BA,RM8 1,15.0
RG20 0LB,RG20 0,6.0
DA12 4AJ,DA12 4,22.0
BN25 3BG,BN25 3,14.0
CR8 4EW,CR8 4,14.0
SE9 1TR,SE9 1,16.0
E9 7TS,E9 7,17.0
RG20 6NE,RG20 6,10.0
OX14 2RG,OX14 2,13.0
N1 6RX,N1 6,10.0
BN22 7LP,BN22 7,10.0
CT6 6DJ,CT6 6,14.0
RG42 3TT,RG42 3,14.0
HP15 7TG,HP15 7,11.0
HA8 6PE,HA8 6,13.0
TN40 2PX,TN40 2,15.0
TN10 3LA,TN10 3,13.0
SO16 6NB,SO16 6,15.0
RH10 5LR,RH10 5,14.0
KT18 5UA,KT18 5,11.0
CT13 0ES,CT13 0,11.0
SS7 4BN,SS7 4,17.0
TW3 4LQ,TW3 4,12.0
UB7 9NG,UB7 9,16.0
BN43 5EU,BN43 5,14.0
PO20 2HP,PO20 2,9.0
NW10 2TU,NW10 2,11.0
SW1A 1LD,SW1A 1,1.0
SS17 9JP,SS17 9,10.0
ME1 3DA,ME1 3,12.0
SE1 2EG,SE1 2,11.0
BR2 9XT,BR2 9,13.0
SS4 1AE,SS4 1,14.0
SL1 1RW,SL1 1,7.0
SW17 8LG,SW17 8,23.0
KT16 9FF,KT16 9,10.0
SW14 8DB,SW14 8,12.0
ME4 3EE,ME4 3,10.0
BN5 9UG,BN5 9,9.0
RH5 5SP,RH5 5,8.0
ME15 7RE,ME15 7,15.0
N6 5PS,N6 5,14.0
TW20 9NQ,TW20 9,9.0
RG20 8JA,RG20 8,5.0
GU32 3LJ,GU32 3,9.0
N6 5XG,N6 5,14.0
NW10 3SG,NW10 3,11.0
SE1 3SA,SE1 3,11.0
BN8 4HE,BN8 4,9.0
DA8 3BS,DA8 3,17.0
PO20 8JU,PO20 8,15.0
RG20 7HU,RG20 7,6.0
ME2 1BF,ME2 1,13.0
SL0 9RE,SL0 9,9.0
SE15 6LG,SE15 6,13.0
RG22 5RJ,RG22 5,13.0
EC1Y 2AF,EC1Y 2,4.0
ME3 7BS,ME3 7,10.0
GU10 2ZQ,GU10 2,6.0
SW5 0HE,SW5 0,12.0
W9 2EU,W9 2,17.0
RH15 0JS,RH15 0,12.0
E14 9AG,E14 9,21.0
N22 8QN,N22 8,16.0
PO21 3AT,PO21 3,13.0
BN41 2TL,BN41 2,20.0
PO19 8RU,PO19 8,10.0
CT2 7AB,CT2 7,9.0
EC2N 2HA,EC2N 2,
SL2 1PB,SL2 1,17.0
SE21 7LS,SE21 7,9.0
SW16 5AJ,SW16 5,18.0
BR3 4PW,BR3 4,16.0
NW9 7BN,NW9 7,10.0
NW3 1JS,NW3 1,8.0
ME7 1PP,ME7 1,14.0
UB4 9DZ,UB4 9,14.0
TW3 4DL,TW3 4,12.0
TW18 2SG,TW18 2,12.0
BR1 3QA,BR1 3,16.0
TW14 9BU,TW14 9,16.0
HA1 1FE,HA1 1,8.0
OX10 8FF,OX10 8,6.0
HP19 8NH,HP19 8,5.0
RG10 0HJ,RG10 0,7.0
DA2 7HL,DA2 7,16.0
ME15 9NT,ME15 9,12.0
RG4 9NX,RG4 9,9.0
SE14 5JH,SE14 5,17.0
BN6 8LD,BN6 8,12.0
KT22 8ER,KT22 8,7.0
RG22 6TP,RG22 6,15.0
W1K 1QY,W1K 1,3.0
CM14 4UH,CM14 4,13.0
SW17 0TZ,SW17 0,16.0
GU11 3SL,GU11 3,15.0
MK17 9AF,MK17 9,7.0
W1W 5PF,W1W 5,6.0
RG6 4BE,RG6 4,15.0
TN23 5PD,TN23 5,19.0
HA8 7DX,HA8 7,6.0
RH10 4PH,RH10 4,7.0
CR4 3NQ,CR4 3,19.0
SW18 1HF,SW18 1,14.0
N1 7WT,N1 7,14.0
ME14 5QT,ME14 5,11.0
CR0 4QY,CR0 4,20.0
SW2 4QH,SW2 4,15.0
GU4 7LU,GU4 7,12.0
RG9 5AL,RG9 5,6.0
OX14 5EL,OX14 5,14.0
E1 3HY,E1 3,12.0
TN29 0LH,TN29 0,11.0
SO32 1JW,SO32 1,10.0
PO16 8HA,PO16 8,14.0
SW2 5BB,SW2 5,15.0
RG2 9PH,RG2 9,9.0
W9 2QB,W9 2,17.0
ME13 9AP,ME13 9,7.0
W1J 6QX,W1J 6,1.0
SO43 7GA,SO43 7,12.0
KT16 8BT,KT16 8,11.0
RH15 8YZ,RH15 8,14.0
TN18 5PS,TN18 5,6.0
NW10 2UF,NW10 2,11.0
NW6 1JQ,NW6 1,14.0
PO22 9RJ,PO22 9,12.0
EC3A 7BX,EC3A 7,
SO22 6RP,SO22 6,13.0
HA8 7AX,HA8 7,6.0
BR5 2BY,BR5 2,17.0
HP12 4EP,HP12 4,12.0
GU15 3BP,GU15 3,7.0
SS6 7EA,SS6 7,9.0
N19 4QU,N19 4,16.0
TN4 8ET,TN4 8,11.0
GU14 7NT,GU14 7,8.0
DA3 7ND,DA3 7,15.0
RG9 3JS,RG9 3,4.0
GU11 3JF,GU11 3,15.0
GU34 2QQ,GU34 2,12.0
ME3 8TN,ME3 8,10.0
NW4 1QH,NW4 1,9.0
SO50 8NX,SO50 8,17.0
GU12 6NZ,GU12 6,13.0
EN5 2RA,EN5 2,16.0
BH25 5NT,BH25 5,14.0
EN5 2UR,EN5 2,16.0
RH7 6NB,RH7 6,13.0
ME4 4HB,ME4 4,5.0
HP21 7RW,HP21 7,11.0
WC2H 7JX,WC2H 7,1.0
SW18 1GG,SW18 1,14.0
NW2 5EH,NW2 5,14.0
SS16 4DT,SS16 4,17.0
SS8 9AU,SS8 9,17.0
RM12 4NT,RM12 4,18.0
RH12 3EF,RH12 3,10.0
BH24 4BZ,BH24 4,8.0
SW18 4DQ,SW18 4,13.0
CR3 6HB,CR3 6,12.0
DA16 1LS,DA16 1,19.0
DA11 8EA,DA11 8,15.0
ME7 5PR,ME7 5,14.0
PO1 5DS,PO1 5,18.0
UB10 8JT,UB10 8,14.0
OX14 3LG,OX14 3,9.0
CT14 6NF,CT14 6,10.0
SW3 2AD,SW3 2,10.0
PO37 7JA,PO37 7,14.0
PO32 6RT,PO32 6,14.0
E18 1QL,E18 1,12.0
GU7 2AD,GU7 2,9.0
RH19 1BT,RH19 1,8.0
TN8 5DN,TN8 5,8.0
W3 6EX,W3 6,14.0
RG42 3EW,RG42 3,14.0
RG21 7QH,RG21 7,7.0
ME3 9JJ,ME3 9,13.0
SS3 9EB,SS3 9,17.0
BN1 4ZB,BN1 4,11.0
BN3 5NW,BN3 5,17.0
RG10 0AB,RG10 0,7.0
SO32 2QP,SO32 2,11.0
CR0 6PX,CR0 6,31.0
GU2 4EX,GU2 4,10.0
PO17 5AW,PO17 5,9.0
GU4 8PS,GU4 8,9.0
KT13 9ZD,KT13 9,9.0
GU8 5AN,GU8 5,10.0
HA5 2EJ,HA5 2,13.0
GU14 9AE,GU14 9,16.0
NW10 3PL,NW10 3,11.0
SS9 3PE,SS9 3,16.0
BN3 8BJ,BN3 8,18.0
NW9 6FL,NW9 6,9.0
RG9 2DL,RG9 2,6.0
SW19 5PE,SW19 5,7.0
BN1 6PL,BN1 6,19.0
GU4 7SU,GU4 7,12.0
SS5 6NA,SS5 6,15.0
GU5 0HY,GU5 0,9.0
W2 4RA,W2 4,13.0
BR5 3TU,BR5 3,12.0
UB3 4BN,UB3 4,12.0
W1T 5NA,W1T 5,5.0
GU27 2BL,GU27 2,9.0
CR0 2PH,CR0 2,23.0
CT9 1EJ,CT9 1,11.0
SO40 7GS,SO40 7,14.0
W5 3WG,W5 3,12.0
ME7 4EE,ME7 4,17.0
PO2 9PL,PO2 9,14.0
BN43 5PZ,BN43 5,14.0
TW3 1XY,TW3 1,9.0
RM12 6SW,RM12 6,14.0
E6 1EW,E6 1,19.0
WC1V 7JU,WC1V 7,1.0
RH20 2DS,RH20 2,10.0
GU16 6LX,GU16 6,12.0
BN44 3JY,BN44 3,13.0
BN6 8AS,BN6 8,12.0
SS17 0LR,SS17 0,13.0
BN2 1EJ,BN2 1,17.0
HA3 8DD,HA3 8,10.0
SW16 4QX,SW16 4,14.0
SO32 1UP,SO32 1,10.0
CT15 4JH,CT15 4,9.0
SW1A 2PA,SW1A 2,
KT22 9QF,KT22 9,11.0
