postcode,sector,average_household
W13 9DQ,W13 9,16.0
CT19 6QP,CT19 6,18.0
GU10 3AZ,GU10 3,8.0
ME2 2UN,ME2 2,16.0
W12 8PN,W12 8,13.0
E8 1WN,E8 1,15.0
SL2 4QS,SL2 4,9.0
IG6 2TF,IG6 2,15.0
KT21 1QF,KT21 1,11.0
E17 4DP,E17 4,17.0
RH10 6RL,RH10 6,12.0
BR2 0TN,BR2 0,16.0
SW15 2YR,SW15 2,13.0
SO22 6HZ,SO22 6,13.0
SE10 9LU,SE10 9,11.0
OX49 5QF,OX49 5,6.0
SS4 1DY,SS4 1,14.0
SW18 1PH,SW18 1,14.0
UB9 5BJ,UB9 5,10.0
CT11 8DG,CT11 8,13.0
HA1 4JD,HA1 4,13.0
KT5 9PB,KT5 9,17.0
W1H 1QE,W1H 1,3.0
TW4 5JG,TW4 5,15.0
PO19 7TG,PO19 7,14.0
OX11 9JB,OX11 9,9.0
GU9 9JR,GU9 9,11.0
CR0 2RG,CR0 2,23.0
SW4 8JP,SW4 8,13.0
E4 8QJ,E4 8,17.0
W1W 6DS,W1W 6,5.0
SP10 3JG,SP10 3,15.0
RH1 6WU,RH1 6,13.0
ME20 7QQ,ME20 7,9.0
GU19 5NR,GU19 5,9.0
SE26 6DB,SE26 6,14.0
BH24 1GY,BH24 1,12.0
PO14 2AS,PO14 2,13.0
SM3 9NU,SM3 9,18.0
SE15 4AX,SE15 4,13.0
BN12 4QL,BN12 4,11.0
DA1 3PL,DA1 3,22.0
EC1M 4AS,EC1M 4,
KT5 9QP,KT5 9,17.0
N16 5DY,N16 5,16.0
CR0 2XT,CR0 2,23.0
NW11 8SQ,NW11 8,10.0
CT10 3JD,CT10 3,13.0
NW9 9DX,NW9 9,12.0
TN38 0LH,TN38 0,18.0
GU1 3QY,GU1 3,7.0
RM5 2NB,RM5 2,16.0
SW5 9SF,SW5 9,13.0
PO30 2HE,PO30 2,10.0
UB6 9JJ,UB6 9,15.0
RM3 8AS,RM3 8,13.0
CT19 5PW,CT19 5,13.0
SL6 2YY,SL6 2,12.0
OX39 4PA,OX39 4,9.0
HP12 3LP,HP12 3,12.0
CR6 9DQ,CR6 9,13.0
N10 1ED,N10 1,14.0
TW20 0LT,TW20 0,10.0
SW1P 1AL,SW1P 1,4.0
SW11 2NE,SW11 2,18.0
SE8 3PJ,SE8 3,15.0
TN27 9PD,TN27 9,7.0
W4 2RG,W4 2,12.0
SW10 9YS,SW10 9,14.0
E18 2HF,E18 2,17.0
ME4 5SX,ME4 5,19.0
SO42 7YU,SO42 7,11.0
N10 2HB,N10 2,13.0
UB6 9PF,UB6 9,15.0
BN13 1DF,BN13 1,13.0
EC1M 5RR,EC1M 5,4.0
RG2 7NQ,RG2 7,15.0
ME15 7BX,ME15 7,15.0
UB8 2LH,UB8 2,12.0
KT17 1SU,KT17 1,7.0
RG1 7SR,RG1 7,10.0
DA15 7DU,DA15 7,10.0
SW14 7JL,SW14 7,12.0
GU2 8BP,GU2 8,16.0
GU32 2JG,GU32 2,11.0
HA6 1RD,HA6 1,13.0
NW5 2LL,NW5 2,13.0
CR8 2JS,CR8 2,13.0
BN27 4TS,BN27 4,6.0
W3 6QX,W3 6,14.0
E10 6JG,E10 6,17.0
E13 0PR,E13 0,21.0
BN1 8WL,BN1 8,18.0
KT22 9JQ,KT22 9,11.0
ME16 0TD,ME16 0,15.0
WC1H 8LJ,WC1H 8,8.0
RH19 4ND,RH19 4,9.0
UB6 9BQ,UB6 9,15.0
CR5 2HQ,CR5 2,11.0
RG14 6DN,RG14 6,13.0
GU15 2NE,GU15 2,10.0
HP21 8BW,HP21 8,14.0
PO21 4BP,PO21 4,12.0
CT5 3PW,CT5 3,9.0
CT3 1BQ,CT3 1,7.0
CR0 7YA,CR0 7,21.0
BR3 1ET,BR3 1,13.0
BR6 6BJ,BR6 6,12.0
RH5 5FU,RH5 5,8.0
DA10 0BA,DA10 0,17.0
DA11 8HZ,DA11 8,15.0
SO21 3RX,SO21 3,8.0
KT11 2JH,KT11 2,11.0
BN21 1NG,BN21 1,12.0
GU1 2LP,GU1 2,10.0
GU8 5JS,GU8 5,10.0
CR0 8HH,CR0 8,18.0
N8 8DL,N8 8,12.0
CM13 1JR,CM13 1,11.0
SW16 3HD,SW16 3,13.0
BN1 8YD,BN1 8,18.0
RH11 8HD,RH11 8,16.0
W1U 4HY,W1U 4,4.0
RG42 4NW,RG42 4,7.0
SE18 3LP,SE18 3,15.0
RG1 5LZ,RG1 5,11.0
GU10 4TS,GU10 4,9.0
HA7 4LS,HA7 4,9.0
SW9 0PA,SW9 0,16.0
KT15 3JP,KT15 3,13.0
TN40 1TG,TN40 1,14.0
RM11 3SG,RM11 3,15.0
RM18 8EB,RM18 8,16.0
SS14 3JZ,SS14 3,6.0
RG8 7BG,RG8 7,6.0
PO2 8BX,PO2 8,14.0
RG9 5QH,RG9 5,6.0
TN9 1LY,TN9 1,8.0
TN22 2DR,TN22 2,12.0
TW20 0RJ,TW20 0,10.0
HP5 2DA,HP5 2,12.0
TN37 6JL,TN37 6,19.0
SS12 9QX,SS12 9,16.0
SO22 5QF,SO22 5,9.0
NW1 8PA,NW1 8,10.0
W4 5RA,W4 5,11.0
TW10 7UQ,TW10 7,11.0
UB2 5PD,UB2 5,15.0
N5 2QJ,N5 2,16.0
RG5 4DH,RG5 4,14.0
PO31 7XF,PO31 7,13.0
PO14 1QB,PO14 1,11.0
W4 1JE,W4 1,10.0
RH20 3JT,RH20 3,9.0
SW1H 0BT,SW1H 0,1.0
WC1H 8ND,WC1H 8,8.0
E14 9LJ,E14 9,21.0
GU7 2HG,GU7 2,9.0
TW9 2AA,TW9 2,9.0
SW15 2DY,SW15 2,13.0
TW17 8HJ,TW17 8,11.0
UB9 6NU,UB9 6,11.0
RM2 6DJ,RM2 6,15.0
E12 5PN,E12 5,19.0
SO40 2PQ,SO40 2,17.0
TN33 0QA,TN33 0,10.0
TN25 4QQ,TN25 4,9.0
TW17 9NL,TW17 9,8.0
SW3 3QP,SW3 3,12.0
NW1 3EF,NW1 3,9.0
RH2 7RP,RH2 7,11.0
KT4 8JL,KT4 8,20.0
SO15 3AQ,SO15 3,12.0
GU17 9HR,GU17 9,8.0
RG19 4RH,RG19 4,13.0
ME7 1XL,ME7 1,14.0
RM16 2LA,RM16 2,19.0
SO23 8BW,SO23 8,4.0
TN24 9RR,TN24 9,16.0
E1 8HY,E1 8,6.0
GU24 9JS,GU24 9,10.0
NW2 1SP,NW2 1,11.0
W10 5PQ,W10 5,14.0
NW1 7TA,NW1 7,9.0
SE20 7LP,SE20 7,15.0
SM6 7LP,SM6 7,12.0
SE15 3PD,SE15 3,18.0
CT9 3NW,CT9 3,15.0
BN6 9PW,BN6 9,9.0
TN8 6QX,TN8 6,7.0
KT8 1QB,KT8 1,18.0
GU4 8HH,GU4 8,9.0
SW8 2SB,SW8 2,14.0
SW7 2HL,SW7 2,4.0
PO4 9ST,PO4 9,20.0
SW4 0HW,SW4 0,11.0
SW1Y 5JQ,SW1Y 5,
SS1 2XT,SS1 2,18.0
HA9 7NQ,HA9 7,9.0
BN43 5GQ,BN43 5,14.0
EC4M 7BA,EC4M 7,
OX33 1LA,OX33 1,9.0
KT13 9AY,KT13 9,9.0
BN17 5AW,BN17 5,13.0
KT9 1NJ,KT9 1,12.0
TN26 3RA,TN26 3,8.0
ME5 8UD,ME5 8,17.0
RG2 7PD,RG2 7,15.0
UB2 4QA,UB2 4,11.0
SL3 7HU,SL3 7,14.0
SO40 2PJ,SO40 2,17.0
SL1 5JR,SL1 5,17.0
NW9 7PE,NW9 7,10.0
PO1 1JG,PO1 1,9.0
SE8 4PW,SE8 4,13.0
CM4 0QY,CM4 0,7.0
KT12 3FE,KT12 3,12.0
OX33 1EA,OX33 1,9.0
CT14 0BH,CT14 0,7.0
SS15 6GF,SS15 6,13.0
PO8 0AR,PO8 0,10.0
DA18 4WL,DA18 4,20.0
RH13 9EB,RH13 9,13.0
RM14 2LH,RM14 2,12.0
RH16 4EP,RH16 4,10.0
RG41 1EN,RG41 1,8.0
SP11 6WG,SP11 6,5.0
SO17 3AE,SO17 3,17.0
CT11 8LA,CT11 8,13.0
GU9 7SD,GU9 7,7.0
W2 4SJ,W2 4,13.0
RG20 8QU,RG20 8,5.0
BH23 8AG,BH23 8,12.0
SS7 5XG,SS7 5,15.0
SW10 9RF,SW10 9,14.0
SL6 6SX,SL6 6,11.0
W12 7DB,W12 7,13.0
GU14 6JQ,GU14 6,11.0
PO1 3QL,PO1 3,10.0
GU11 3AH,GU11 3,15.0
BN17 5BB,BN17 5,13.0
GU25 4JE,GU25 4,7.0
SO22 6HU,SO22 6,13.0
RG5 3PD,RG5 3,16.0
PO8 8BB,PO8 8,14.0
GU33 7SB,GU33 7,10.0
GU34 3PH,GU34 3,5.0
EN4 9UZ,EN4 9,11.0
RG9 1DD,RG9 1,11.0
SW19 6WW,SW19 6,16.0
CT11 7EG,CT11 7,15.0
DA13 9PL,DA13 9,11.0
SO53 1LJ,SO53 1,12.0
TN21 0AY,TN21 0,7.0
RG26 4YD,RG26 4,13.0
RH7 6LQ,RH7 6,13.0
SW2 1NG,SW2 1,11.0
RM3 9UA,RM3 9,15.0
RM10 7EH,RM10 7,16.0
HA5 3TY,HA5 3,11.0
CM12 0BH,CM12 0,14.0
SW7 2DB,SW7 2,4.0
SL2 3XL,SL2 3,8.0
ME8 9HT,ME8 9,17.0
SL7 1LF,SL7 1,8.0
SE17 3TR,SE17 3,15.0
PO16 7HY,PO16 7,10.0
BN15 9SW,BN15 9,16.0
HA5 4RS,HA5 4,10.0
TN34 3TB,TN34 3,17.0
GU34 2AT,GU34 2,12.0
ME12 3QS,ME12 3,14.0
TW14 9BY,TW14 9,16.0
SE18 7RU,SE18 7,19.0
SN7 7BS,SN7 7,10.0
BN1 8XP,BN1 8,18.0
SE5 8TW,SE5 8,17.0
N8 0DJ,N8 0,16.0
KT10 9PE,KT10 9,6.0
KT15 3SS,KT15 3,13.0
SO40 7GE,SO40 7,14.0
PO1 5RN,PO1 5,18.0
HP20 1BT,HP20 1,9.0
TN40 1AA,TN40 1,14.0
E7 9LQ,E7 9,17.0
GU33 6BE,GU33 6,5.0
HP27 0QD,HP27 0,10.0
SE15 2JH,SE15 2,16.0
ME3 9SG,ME3 9,13.0
BN3 1JY,BN3 1,17.0
N11 1NU,N11 1,11.0
W4 1AX,W4 1,10.0
GU51 1AP,GU51 1,12.0
NN13 5JQ,NN13 5,6.0
SM7 1NL,SM7 1,12.0
HP11 2UL,HP11 2,6.0
OX2 9DP,OX2 9,11.0
RG27 8JQ,RG27 8,7.0
W1B 1NB,W1B 1,3.0
PO10 7GE,PO10 7,12.0
ME10 2UR,ME10 2,17.0
DA3 8HF,DA3 8,15.0
OX2 9JJ,OX2 9,11.0
OX11 0NE,OX11 0,7.0
E8 2XR,E8 2,17.0
KT23 3HN,KT23 3,10.0
SS17 9LL,SS17 9,10.0
SW19 6NY,SW19 6,16.0
HP21 9LS,HP21 9,13.0
W1T 2QA,W1T 2,2.0
TN25 5ER,TN25 5,9.0
GU21 2AZ,GU21 2,13.0
CT1 1DB,CT1 1,13.0
RG7 6PH,RG7 6,6.0
W1G 7EA,W1G 7,2.0
GU2 9RT,GU2 9,16.0
DA13 9HS,DA13 9,11.0
TN22 5LW,TN22 5,9.0
W10 5AY,W10 5,14.0
CR8 4FD,CR8 4,14.0
HA5 3DR,HA5 3,11.0
SE10 0AA,SE10 0,9.0
TW2 6AQ,TW2 6,16.0
SE4 1YZ,SE4 1,20.0
RM11 2ED,RM11 2,15.0
SE16 6QE,SE16 6,14.0
CT17 9LT,CT17 9,13.0
W6 7EA,W6 7,10.0
N12 8GB,N12 8,10.0
PO21 2AH,PO21 2,13.0
SE3 7HG,SE3 7,14.0
KT6 7PG,KT6 7,13.0
SO23 0EY,SO23 0,15.0
RH16 3JT,RH16 3,12.0
IG2 6QA,IG2 6,14.0
SO15 4PG,SO15 4,12.0
SO23 8TQ,SO23 8,4.0
CR3 6NH,CR3 6,12.0
SW20 9AX,SW20 9,18.0
BN3 7LS,BN3 7,14.0
RM10 7FB,RM10 7,16.0
BR5 1NJ,BR5 1,14.0
SS8 8JW,SS8 8,17.0
ME12 3RN,ME12 3,14.0
RG7 3QJ,RG7 3,11.0
RH6 9JQ,RH6 9,13.0
NW11 7SY,NW11 7,7.0
SM3 8AH,SM3 8,13.0
NW1 3RJ,NW1 3,9.0
PO10 7XA,PO10 7,12.0
BR5 1EE,BR5 1,14.0
E10 6PY,E10 6,17.0
PO10 7LJ,PO10 7,12.0
E5 8RN,E5 8,19.0
HA6 1JF,HA6 1,13.0
SN7 8QX,SN7 8,6.0
SE5 7DW,SE5 7,12.0
SM6 0HS,SM6 0,10.0
CT11 9PR,CT11 9,10.0
GU8 4LG,GU8 4,7.0
RH19 3NY,RH19 3,12.0
RM8 1PJ,RM8 1,15.0
SO30 2RE,SO30 2,15.0
IG2 7AG,IG2 7,16.0
TW2 6NQ,TW2 6,16.0
TN12 9AH,TN12 9,6.0
SW6 7NB,SW6 7,13.0
SL9 8HS,SL9 8,5.0
WC1B 3PB,WC1B 3,2.0
TN16 3QJ,TN16 3,13.0
KT10 0DA,KT10 0,12.0
RM5 2JD,RM5 2,16.0
SE1 8LT,SE1 8,6.0
W1S 4SB,W1S 4,
DA9 9DW,DA9 9,16.0
GU8 4LA,GU8 4,7.0
UB7 9GA,UB7 9,16.0
W10 6SL,W10 6,14.0
RM3 9BS,RM3 9,15.0
ME12 2JJ,ME12 2,19.0
SS7 2PW,SS7 2,16.0
KT3 4AY,KT3 4,6.0
BN16 2RZ,BN16 2,13.0
SS5 5NQ,SS5 5,13.0
PO22 6HL,PO22 6,12.0
SO22 5PD,SO22 5,9.0
RH19 2PS,RH19 2,8.0
SL3 7FE,SL3 7,14.0
CT4 5BS,CT4 5,7.0
TN38 9NE,TN38 9,14.0
SS2 5AB,SS2 5,13.0
PO7 6AZ,PO7 6,13.0
ME20 7PT,ME20 7,9.0
GU8 6BN,GU8 6,8.0
IG8 9AQ,IG8 9,14.0
SO16 5NJ,SO16 5,16.0
SE10 0GN,SE10 0,9.0
RM20 3FB,RM20 3,6.0
SW20 0EQ,SW20 0,11.0
PO5 2LU,PO5 2,14.0
SW17 8DN,SW17 8,23.0
ME16 0JE,ME16 0,15.0
RG40 3PL,RG40 3,6.0
RG9 1HR,RG9 1,11.0
SW6 4QH,SW6 4,10.0
ME12 1EJ,ME12 1,10.0
SE25 6UQ,SE25 6,16.0
W4 2BL,W4 2,12.0
SW6 6TB,SW6 6,15.0
CR0 9JY,CR0 9,28.0
BN23 7DA,BN23 7,13.0
W8 7RD,W8 7,10.0
GU21 3LY,GU21 3,19.0
TN12 9TF,TN12 9,6.0
W1H 7DF,W1H 7,4.0
BH24 1XX,BH24 1,12.0
GU51 2TF,GU51 2,9.0
SO31 8HJ,SO31 8,12.0
NW7 1JS,NW7 1,8.0
HP14 3WQ,HP14 3,10.0
BN21 1NN,BN21 1,12.0
PO9 1XD,PO9 1,9.0
RH13 6JD,RH13 6,11.0
PO9 2UQ,PO9 2,13.0
SW10 9JH,SW10 9,14.0
RG7 6SR,RG7 6,6.0
BH24 1BY,BH24 1,12.0
CT6 7NZ,CT6 7,15.0
KT10 9BE,KT10 9,6.0
HP21 8YQ,HP21 8,14.0
RG14 2PW,RG14 2,11.0
N1 9TY,N1 9,8.0
CT2 8FE,CT2 8,14.0
BH25 7AJ,BH25 7,12.0
SS0 7AQ,SS0 7,17.0
KT1 1JD,KT1 1,2.0
RG26 5SP,RG26 5,10.0
ME10 1JT,ME10 1,17.0
GU24 8TU,GU24 8,7.0
EN4 8HU,EN4 8,14.0
NW2 2DT,NW2 2,11.0
E9 6HQ,E9 6,17.0
TN21 0TY,TN21 0,7.0
TN22 2AH,TN22 2,12.0
BR5 1LF,BR5 1,14.0
BR3 4HS,BR3 4,16.0
TW4 7RZ,TW4 7,13.0
SE24 9HE,SE24 9,15.0
NW3 7BA,NW3 7,7.0
N19 5BL,N19 5,14.0
KT6 6PX,KT6 6,12.0
CM14 4UP,CM14 4,13.0
SO22 6SG,SO22 6,13.0
TN33 0ND,TN33 0,10.0
N12 8EH,N12 8,10.0
GU35 9JR,GU35 9,10.0
E3 4HD,E3 4,15.0
SW16 4AB,SW16 4,14.0
SE16 7AR,SE16 7,11.0
NW2 7LH,NW2 7,10.0
BH25 5HX,BH25 5,14.0
ME14 1LL,ME14 1,4.0
PO22 0DX,PO22 0,11.0
ME6 5SL,ME6 5,15.0
SE4 2AD,SE4 2,14.0
TN22 5LG,TN22 5,9.0
UB3 1TA,UB3 1,9.0
RH4 3EL,RH4 3,9.0
BN17 7FQ,BN17 7,11.0
NW3 7TR,NW3 7,7.0
SL2 3XD,SL2 3,8.0
PO36 0HR,PO36 0,11.0
RH2 0QX,RH2 0,10.0
W1K 2RG,W1K 2,2.0
SW1Y 6AA,SW1Y 6,1.0
UB1 3HT,UB1 3,12.0
HA6 2UW,HA6 2,9.0
RH11 0AQ,RH11 0,12.0
NW1 0ET,NW1 0,8.0
TN33 0BP,TN33 0,10.0
DA15 7NQ,DA15 7,10.0
SO40 4XP,SO40 4,15.0
BN11 2QS,BN11 2,16.0
E9 5JJ,E9 5,15.0
W1W 7DN,W1W 7,2.0
SL9 8ST,SL9 8,5.0
HA3 9TJ,HA3 9,15.0
SW1W 0EX,SW1W 0,2.0
SE1 6TX,SE1 6,9.0
RH3 7BS,RH3 7,10.0
PO6 2SH,PO6 2,16.0
TN37 6HZ,TN37 6,19.0
NW2 2HH,NW2 2,11.0
TN29 0SG,TN29 0,11.0
DA9 9HL,DA9 9,16.0
RH6 9NL,RH6 9,13.0
SL1 5JZ,SL1 5,17.0
TW10 5HT,TW10 5,10.0
ME20 7XG,ME20 7,9.0
HA4 0AG,HA4 0,10.0
CR0 4LD,CR0 4,20.0
SE16 3NT,SE16 3,14.0
W1H 5HG,W1H 5,4.0
NW8 8YD,NW8 8,13.0
RG31 6PZ,RG31 6,15.0
NW10 0BD,NW10 0,12.0
IG11 9XB,IG11 9,21.0
TW7 7QS,TW7 7,14.0
UB5 4NG,UB5 4,17.0
CT5 1PJ,CT5 1,12.0
SW17 7DH,SW17 7,15.0
GU22 9HL,GU22 9,12.0
E9 6RF,E9 6,17.0
IG1 2HL,IG1 2,16.0
SP10 5HP,SP10 5,10.0
E6 2JG,E6 2,18.0
SS6 7NL,SS6 7,9.0
SE13 5LW,SE13 5,17.0
RH8 0RJ,RH8 0,12.0
SW6 6TG,SW6 6,15.0
SO23 0AD,SO23 0,15.0
RG4 8TL,RG4 8,13.0
PO21 1DX,PO21 1,9.0
SM5 2EQ,SM5 2,16.0
RG4 9EL,RG4 9,9.0
PO12 4NZ,PO12 4,22.0
RG10 8AL,RG10 8,7.0
PO41 0SZ,PO41 0,7.0
TW12 2RF,TW12 2,11.0
RH4 1BS,RH4 1,7.0
BN2 3AD,BN2 3,17.0
CR0 8XP,CR0 8,18.0
RH18 5BF,RH18 5,8.0
ME7 4JS,ME7 4,17.0
RH20 3JS,RH20 3,9.0
HP23 6JX,HP23 6,7.0
SW8 4TN,SW8 4,14.0
CT10 1HN,CT10 1,11.0
IG11 0LX,IG11 0,10.0
RH11 7SB,RH11 7,14.0
RH19 4PE,RH19 4,9.0
RG21 8XX,RG21 8,13.0
E9 5DB,E9 5,15.0
SW11 4LR,SW11 4,13.0
E6 6GS,E6 6,19.0
RH19 4JY,RH19 4,9.0
SM5 3EH,SM5 3,13.0
GU34 2LD,GU34 2,12.0
RM6 5SL,RM6 5,22.0
E4 8SQ,E4 8,17.0
HA3 8EN,HA3 8,10.0
N20 0JS,N20 0,12.0
CR0 6QQ,CR0 6,31.0
W1K 4QS,W1K 4,1.0
SM2 5LP,SM2 5,17.0
NW2 5HJ,NW2 5,14.0
SO19 2QL,SO19 2,18.0
IG6 1HQ,IG6 1,13.0
TN40 2NF,TN40 2,15.0
KT14 6AQ,KT14 6,9.0
RM16 6NP,RM16 6,24.0
CM13 1EE,CM13 1,11.0
SM7 2AH,SM7 2,12.0
BN22 7NG,BN22 7,10.0
SE5 9RQ,SE5 9,17.0
RM7 0BH,RM7 0,14.0
PO15 7NB,PO15 7,9.0
MK18 1ES,MK18 1,10.0
WC2H 7LA,WC2H 7,1.0
RG8 0WH,RG8 0,7.0
GU24 0DQ,GU24 0,8.0
SO31 8ED,SO31 8,12.0
SE9 4UD,SE9 4,18.0
E10 5GU,E10 5,15.0
PO5 2FE,PO5 2,14.0
GU35 0LL,GU35 0,12.0
RG24 8UQ,RG24 8,12.0
PO8 0RN,PO8 0,10.0
HP7 0BA,HP7 0,7.0
SE15 4RE,SE15 4,13.0
SE23 3HQ,SE23 3,14.0
RH6 9BS,RH6 9,13.0
RM8 3BD,RM8 3,24.0
TW16 6JE,TW16 6,9.0
SE17 1AZ,SE17 1,9.0
RG2 8LB,RG2 8,17.0
CR0 7JS,CR0 7,21.0
E11 1ES,E11 1,14.0
W1H 2HP,W1H 2,7.0
W12 0RU,W12 0,17.0
GU14 9PQ,GU14 9,16.0
SE18 4DP,SE18 4,13.0
TN39 4NN,TN39 4,14.0
GU15 3SN,GU15 3,7.0
HP21 7LT,HP21 7,11.0
WC2N 4BF,WC2N 4,1.0
BN2 8QE,BN2 8,16.0
RG4 7XD,RG4 7,10.0
SL2 5HB,SL2 5,15.0
ME9 0AX,ME9 0,6.0
SS4 1GR,SS4 1,14.0
NW4 2EJ,NW4 2,10.0
CT6 6UG,CT6 6,14.0
TN6 2FW,TN6 2,11.0
HA7 4JL,HA7 4,9.0
RG31 7YU,RG31 7,13.0
SW3 1HP,SW3 1,4.0
RM8 2SS,RM8 2,20.0
SM4 4SP,SM4 4,22.0
NW3 1JH,NW3 1,8.0
RG7 1SF,RG7 1,7.0
GU25 4EB,GU25 4,7.0
SW1W 9HS,SW1W 9,5.0
N7 9LF,N7 9,13.0
TN26 3DN,TN26 3,8.0
GU2 9PZ,GU2 9,16.0
TN12 7PD,TN12 7,6.0
SS7 1BT,SS7 1,13.0
SO14 0NS,SO14 0,8.0
RG9 4JB,RG9 4,3.0
WC1X 8YJ,WC1X 8,1.0
TN23 5LN,TN23 5,19.0
RG31 6QZ,RG31 6,15.0
TN18 5QA,TN18 5,6.0
N2 0BH,N2 0,11.0
PO20 8FF,PO20 8,15.0
RM15 6RD,RM15 6,16.0
SL7 2DX,SL7 2,7.0
E18 1NP,E18 1,12.0
SO53 3AP,SO53 3,10.0
PO5 2AA,PO5 2,14.0
BN8 4LW,BN8 4,9.0
SE13 7LF,SE13 7,19.0
CR7 7EA,CR7 7,19.0
HA3 0TJ,HA3 0,11.0
BN2 5GW,BN2 5,16.0
CT3 1XX,CT3 1,7.0
SO14 6WZ,SO14 6,14.0
SM2 5EF,SM2 5,17.0
CT20 3ZB,CT20 3,10.0
SO41 0SL,SO41 0,14.0
N16 8DS,N16 8,15.0
UB8 3DR,UB8 3,17.0
KT13 8SY,KT13 8,9.0
E1W 3EU,E1W 3,13.0
GU21 2NF,GU21 2,13.0
BN24 6JF,BN24 6,11.0
DA8 3QA,DA8 3,17.0
ME1 1SA,ME1 1,8.0
N16 5SL,N16 5,16.0
OX3 9SW,OX3 9,11.0
NW8 6DA,NW8 6,10.0
CR6 9SJ,CR6 9,13.0
PO14 1RW,PO14 1,11.0
HA2 0JW,HA2 0,11.0
IG8 9EB,IG8 9,14.0
HA9 9PB,HA9 9,11.0
TN14 5JP,TN14 5,9.0
RG1 8DY,RG1 8,5.0
GU30 7SZ,GU30 7,10.0
CR5 3JJ,CR5 3,10.0
WC2R 1AL,WC2R 1,
OX49 5SB,OX49 5,6.0
E16 4AB,E16 4,15.0
GU26 6FH,GU26 6,9.0
CT18 8DA,CT18 8,8.0
HA0 4UD,HA0 4,11.0
HP16 0EY,HP16 0,9.0
W1S 4AH,W1S 4,
E13 8AQ,E13 8,17.0
SL6 2RW,SL6 2,12.0
TW16 6AT,TW16 6,9.0
RG2 0NH,RG2 0,7.0
RG41 2TT,RG41 2,9.0
TW4 7ER,TW4 7,13.0
PO8 0HW,PO8 0,10.0
RM11 1EG,RM11 1,15.0
N2 9HT,N2 9,12.0
SO31 4HE,SO31 4,12.0
TN40 1TX,TN40 1,14.0
SW13 0LX,SW13 0,12.0
CR4 4DW,CR4 4,13.0
SW4 7AH,SW4 7,12.0
SM2 7AY,SM2 7,11.0
SP5 1NB,SP5 1,8.0
GU22 0HX,GU22 0,10.0
E14 7JU,E14 7,14.0
GU21 8TF,GU21 8,18.0
SE5 0RN,SE5 0,13.0
SS3 9ER,SS3 9,17.0
SS15 4EX,SS15 4,18.0
BN23 5TR,BN23 5,23.0
GU14 6QN,GU14 6,11.0
NW9 6EX,NW9 6,9.0
HP7 9NF,HP7 9,10.0
SL6 5BJ,SL6 5,12.0
ME19 6JL,ME19 6,11.0
SE5 8RW,SE5 8,17.0
RH11 0HL,RH11 0,12.0
KT19 9AF,KT19 9,17.0
BN14 9QZ,BN14 9,12.0
TN17 1EJ,TN17 1,7.0
TN8 5HA,TN8 5,8.0
E3 2JY,E3 2,16.0
BN22 9DE,BN22 9,15.0
TW3 3FX,TW3 3,12.0
NW3 2HR,NW3 2,16.0
W1K 2SZ,W1K 2,2.0
GU8 5SR,GU8 5,10.0
TN7 4DY,TN7 4,7.0
PO32 6AY,PO32 6,14.0
SW20 0BP,SW20 0,11.0
RG12 9SU,RG12 9,13.0
SS2 6EU,SS2 6,14.0
